City_ID,City,Country,Cloudiness,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
162,morros,BR,10,1572505908,83,-2.87,-44.04,78.8,10.29
163,simao,CN,50,1572505908,54,22.76,100.79,73.44,2.57
164,iquitos,PE,30,1572505908,94,-3.75,-73.25,75.2,1.52
165,nyurba,RU,100,1572505908,84,63.29,118.35,16.39,10.92
166,gold coast,AU,23,1572505908,56,-28.0,153.41,75.99,9.17
167,rehti,IN,20,1572505909,55,22.74,77.43,86.0,1.12
168,chiusi,IT,70,1572505909,93,43.02,11.95,59.0,1.45
169,saint-pierre,FR,90,1572505909,100,48.95,4.24,46.4,8.05
170,saint-augustin,CA,90,1572505909,100,45.63,-73.98,51.01,8.05
171,narsaq,GL,100,1572505909,65,60.91,-46.05,41.0,18.34
172,rosita,NI,36,1572505909,98,13.92,-84.4,69.75,2.28
173,zhigansk,RU,100,1572505909,68,66.77,123.37,19.04,4.5
174,vila velha,BR,40,1572505909,69,-3.71,-38.6,78.8,11.41
175,bud,NO,75,1572505909,100,62.91,6.91,42.8,4.7
176,fairbanks,US,20,1572505910,92,64.84,-147.72,23.0,4.7
177,valleyview,CA,88,1572505910,77,55.07,-117.28,32.32,9.91
178,saint-philippe,CA,90,1572505910,100,45.36,-73.48,51.01,8.05
179,thompson,CA,90,1572505910,92,55.74,-97.86,23.0,5.82
180,burnie,AU,98,1572505910,53,-41.05,145.91,77.0,4.45
181,east london,ZA,40,1572505910,63,-33.02,27.91,64.4,10.29
182,trincomalee,LK,100,1572505910,78,8.58,81.23,82.99,6.49
183,talnakh,RU,40,1572505911,85,69.49,88.39,10.4,8.95
184,khorixas,NA,22,1572505911,21,-20.37,14.96,74.37,2.15
185,hambantota,LK,40,1572505911,74,6.12,81.12,86.0,8.05
186,wicklow,IE,90,1572505911,93,53.0,-6.42,48.2,8.05
187,cherskiy,RU,86,1572505911,100,68.75,161.3,-5.79,1.03
188,tulun,RU,99,1572505911,63,54.56,100.58,38.07,5.82
189,north myrtle beach,US,40,1572505911,88,33.83,-78.68,75.99,6.93
190,dwarka,IN,20,1572505911,45,28.58,77.04,84.2,5.82
191,nelson bay,AU,62,1572505912,57,-32.72,152.14,77.0,12.75
192,mo i rana,NO,40,1572505912,86,66.32,14.15,33.8,6.93
193,turochak,RU,33,1572505912,61,52.26,87.12,53.67,1.74
194,castro,CL,90,1572505912,87,-42.48,-73.76,44.6,5.82
195,port hardy,CA,90,1572505912,100,50.7,-127.42,41.0,3.36
196,tateyama,JP,20,1572505912,53,36.66,137.31,71.6,9.17
197,faanui,PF,1,1572505913,82,-16.48,-151.75,79.45,17.9
198,tamandare,BR,45,1572505913,86,-8.28,-70.75,72.91,2.28
199,geraldton,CA,90,1572505913,68,49.72,-86.95,24.8,6.93
200,mukhen,RU,100,1572505913,94,48.19,136.14,40.32,5.14
201,severo-kurilsk,RU,100,1572505913,99,50.68,156.12,40.3,4.16
202,college,US,20,1572505913,92,64.86,-147.8,23.0,4.7
203,port hedland,AU,45,1572505914,28,-20.31,118.58,95.0,20.8
204,ahipara,NZ,0,1572505914,83,-35.17,173.16,55.99,1.01
205,kulhudhuffushi,MV,99,1572505915,74,6.62,73.07,82.69,10.51
206,belgrade,RS,100,1572505788,93,44.82,20.46,39.2,4.7
207,wagar,US,76,1572505915,90,31.44,-87.99,71.01,4.99
208,leshukonskoye,RU,83,1572505915,95,64.9,45.76,20.64,3.91
209,melito di porto salvo,IT,20,1572505915,82,37.92,15.77,68.0,8.05
210,grindavik,IS,90,1572505915,93,63.84,-22.43,41.0,12.75
211,kerman,IR,40,1572505897,19,30.29,57.06,69.8,16.11
212,salalah,OM,48,1572505915,62,17.01,54.1,87.8,9.17
213,oistins,BB,20,1572505916,78,13.07,-59.53,82.4,14.99
214,miles city,US,1,1572505916,72,46.41,-105.84,24.01,8.05
215,airai,TL,22,1572505916,51,-8.93,125.41,79.48,6.93
216,chokurdakh,RU,27,1572505916,97,70.62,147.9,-7.88,7.38
217,imbituba,BR,20,1572505916,88,-28.24,-48.67,71.6,16.11
218,marawi,PH,89,1572505916,83,8.0,124.29,82.0,5.01
219,dingle,PH,65,1572505916,80,11.0,122.67,82.49,10.25
220,turayf,SA,0,1572505916,68,31.68,38.65,66.2,9.17
221,koslan,RU,93,1572505917,86,63.46,48.9,22.75,4.56
222,saskylakh,RU,100,1572505917,92,71.97,114.09,-1.27,7.23
223,ponta do sol,BR,100,1572505917,96,-20.63,-46.0,63.41,5.93
224,puerto lleras,CO,95,1572505917,91,8.16,-72.46,70.2,1.72
225,vestmanna,FO,100,1572505917,81,62.16,-7.17,42.8,8.05
226,pauini,BR,100,1572505917,98,-7.71,-67.0,73.38,2.64
227,san quintin,PH,63,1572505917,68,17.54,120.52,85.1,6.11
228,moskovskiy,RU,75,1572505917,73,55.6,37.35,28.99,13.42
229,kamenka,MD,32,1572505918,86,48.03,28.7,30.99,4.0
230,kavieng,PG,90,1572505918,62,-2.57,150.8,85.96,5.44
231,constitucion,MX,0,1572505918,63,23.99,-104.67,55.0,8.01
232,dilla,ET,9,1572505918,62,6.41,38.31,60.28,3.8
233,garowe,SO,83,1572505918,51,8.41,48.48,79.39,3.04
234,axim,GH,25,1572505918,96,4.87,-2.24,72.99,0.29
235,vilyuysk,RU,100,1572505918,87,63.75,121.63,18.73,13.98
236,bacolod,PH,52,1572505919,82,10.68,122.95,81.52,8.46
237,kailua,US,40,1572505919,83,21.39,-157.74,78.8,2.86
238,west wendover,US,1,1572505919,67,40.74,-114.07,17.6,3.36
239,garhi yasin,PK,40,1572505919,43,27.91,68.51,89.6,5.32
240,richards bay,ZA,80,1572505919,90,-28.77,32.06,65.86,17.54
241,sokoto,NG,1,1572505919,50,13.06,5.24,77.31,4.61
242,hoa binh,VN,100,1572505920,39,20.81,105.34,80.6,6.93
243,leningradskiy,RU,33,1572505920,60,69.38,178.42,15.78,2.91
244,the valley,AI,20,1572505920,74,18.22,-63.06,81.0,5.82
245,mayo,CA,90,1572505920,92,63.59,-135.9,26.6,2.17
246,klaksvik,FO,100,1572505920,81,62.23,-6.59,42.8,8.05
247,chifeng,CN,33,1572505920,23,42.27,118.96,55.69,16.82
248,boralday,KZ,75,1572505920,25,43.36,76.86,66.2,4.47
249,arlit,NE,90,1572505921,14,18.74,7.39,85.03,2.73
250,hami,CN,0,1572505921,16,42.84,93.51,60.22,3.29
251,matagami,NG,36,1572505921,77,9.67,8.4,68.45,3.47
252,havoysund,NO,20,1572505921,79,71.0,24.66,26.6,18.34
253,rosarito,CO,80,1572505921,88,4.91,-75.23,62.91,5.61
254,missoula,US,1,1572505921,85,46.87,-114.0,17.6,3.36
255,mufumbwe,ZM,0,1572505921,72,-13.68,24.8,71.89,3.91
256,jalu,LY,0,1572505922,42,29.03,21.55,69.85,8.68
257,barcelos,BR,67,1572505922,91,-0.97,-62.93,74.59,1.95
258,ostrovnoy,RU,69,1572505922,94,68.05,39.51,8.2,7.58
259,the pas,CA,90,1572505923,67,53.82,-101.24,23.0,8.05
260,nanortalik,GL,100,1572505923,90,60.14,-45.24,36.28,26.6
261,serenje,ZM,0,1572505924,21,-13.23,30.22,83.01,9.78
262,zakamensk,RU,67,1572505925,62,50.38,103.29,41.31,0.92
263,apastovo,RU,75,1572505925,68,55.2,48.51,30.2,6.71
264,kloulklubed,PW,75,1572505925,70,7.04,134.26,86.0,6.93
265,pucallpa,PE,75,1572505925,88,-8.38,-74.54,75.2,1.07
266,seredka,RU,66,1572505925,91,58.06,38.14,20.97,7.36
267,margate,AU,87,1572505925,49,-43.03,147.26,78.01,13.87
268,sambava,MG,24,1572505925,50,-14.27,50.17,83.91,5.37
269,rosa zarate,EC,100,1572505926,94,0.33,-79.47,71.71,1.52
270,barabai,ID,98,1572505926,41,-2.59,115.38,94.69,1.99
271,kamiiso,JP,75,1572505926,77,41.82,140.65,62.6,11.41
272,turukhansk,RU,100,1572505926,94,65.8,87.96,15.58,13.02
273,gat,SN,0,1572505926,36,14.69,-16.54,77.0,6.93
274,maniitsoq,GL,100,1572505926,62,65.42,-52.9,35.24,12.82
275,jabinyanah,TN,20,1572505926,93,35.03,10.91,60.8,4.7
276,altagracia de orituco,VE,99,1572505927,99,9.86,-66.38,67.86,1.92
277,catalao,BR,100,1572505927,90,-18.17,-47.95,67.82,4.21
278,faya,SA,5,1572505927,16,18.39,42.45,75.2,8.05
279,carnarvon,ZA,2,1572505927,31,-30.97,22.13,56.39,11.7
280,guozhen,CN,99,1572505927,21,29.3,113.14,79.03,5.1
281,new plymouth,NZ,0,1572505927,65,-39.06,174.08,55.0,18.01
282,clifton,US,90,1572505927,100,40.86,-74.16,62.6,6.93
283,nishihara,JP,75,1572505928,72,35.74,139.53,73.0,4.7
284,egvekinot,RU,0,1572505928,84,66.32,-179.17,5.14,2.17
285,kodinsk,RU,100,1572505928,86,58.6,99.18,26.01,4.47
286,mwinilunga,ZM,89,1572505928,77,-11.73,24.43,69.78,3.31
287,jiuquan,CN,70,1572505928,23,39.73,98.49,46.45,3.44
288,smithers,CA,90,1572505928,86,54.78,-127.17,33.8,3.36
289,coihaique,CL,94,1572505929,70,-45.58,-72.07,46.4,3.36
290,nemuro,JP,75,1572505724,47,43.32,145.57,59.0,14.99
291,kalmunai,LK,74,1572505930,80,7.42,81.82,81.48,16.35
292,chapais,CA,90,1572505930,80,49.78,-74.86,32.0,3.36
293,lorengau,PG,47,1572505930,69,-2.02,147.27,84.43,6.04
294,ishigaki,JP,40,1572505930,74,24.34,124.16,82.4,18.34
295,puerto ayacucho,CO,8,1572505930,95,5.66,-67.63,71.87,2.64
296,arraial do cabo,BR,93,1572505931,90,-22.97,-42.02,73.69,23.85
297,znamenskoye,RU,77,1572505931,66,57.13,73.82,29.19,8.1
298,torbay,CA,5,1572505931,93,47.66,-52.73,43.0,14.99
299,garissa,KE,100,1572505931,63,-0.46,39.64,82.69,11.23
300,half moon bay,US,1,1572505931,30,37.46,-122.43,57.99,4.7
301,nizhniy kuranakh,RU,100,1572505931,77,58.84,125.49,19.09,11.77
302,bandarbeyla,SO,23,1572505931,67,9.49,50.81,79.77,8.5
303,dunedin,NZ,93,1572505932,87,-45.87,170.5,48.0,25.99
304,shihezi,CN,0,1572505932,26,44.3,86.03,61.7,2.46
305,temirgoyevskaya,RU,91,1572505932,58,45.11,40.28,41.02,4.85
306,mehamn,NO,42,1572505932,72,71.03,27.85,17.6,11.41
307,esperance,AU,75,1572505932,29,-33.86,121.89,66.2,26.4
308,zyryanskoye,RU,100,1572505932,70,56.83,86.62,31.35,3.85
309,balclutha,NZ,100,1572505932,71,-46.24,169.74,48.99,15.01
310,lata,IN,0,1572505932,40,30.78,78.62,39.24,9.53
311,gazanjyk,TM,0,1572505932,58,39.24,55.52,60.35,4.52
312,lazaro cardenas,MX,51,1572505933,39,28.39,-105.62,51.01,5.01
313,srandakan,ID,70,1572505933,54,-7.94,110.25,87.8,15.52
314,port blair,IN,86,1572505933,70,11.67,92.75,84.65,6.42
315,gasa,BT,97,1572505933,79,27.91,89.73,31.5,8.28
316,derzhavinsk,KZ,91,1572505933,45,51.1,66.31,52.93,16.89
317,pangnirtung,CA,99,1572505933,76,66.15,-65.72,25.86,7.29
318,fengxian,CN,100,1572505934,71,33.91,106.52,53.01,0.92
319,avera,US,90,1572505934,88,33.19,-82.53,75.2,10.29
320,paamiut,GL,100,1572505934,79,61.99,-49.67,37.6,13.29
321,tucurui,BR,77,1572505934,85,-3.77,-49.67,76.12,5.44
322,emba,CY,20,1572505934,60,34.81,32.42,71.6,4.7
323,inza,RU,100,1572505935,82,53.86,46.36,25.03,13.89
324,lubbock,US,1,1572505935,78,33.58,-101.86,21.0,5.82
325,rafaela,AR,11,1572505935,77,-31.25,-61.49,55.99,1.01
326,mahanoro,MG,9,1572505935,79,-19.9,48.8,76.57,2.66
327,dalbandin,PK,0,1572505936,36,28.9,64.41,79.25,7.38
328,brainerd,US,90,1572505682,58,46.36,-94.2,28.0,3.36
329,stutterheim,ZA,40,1572505936,63,-32.57,27.43,64.4,10.29
330,labuhan,ID,98,1572505936,41,-2.54,115.51,94.69,1.99
331,panguna,PG,100,1572505936,95,-6.32,155.48,75.42,1.21
332,rawson,AR,16,1572505936,41,-43.3,-65.11,57.47,15.7
333,kudahuvadhoo,MV,91,1572505936,69,2.67,72.89,82.92,4.76
334,port elizabeth,US,90,1572505937,88,39.31,-74.98,64.99,5.82
